isocode,XRAT,POP,cc,cg,ci,kc,kg,ki,openc,openk,csave,rgdpch,rgdpl,cgdp,rgdptt,y,p,pc,pg,pi,yr,cgnp,rgdpeqa,rgdpwok
GMB,2.293019056,585.31,91.220007485,15.447280111,4.1143301131,115.9799675,18.85890323,4.5493696085,84.252609088,150.62052639,-6.667287596,1219.1452332,1237.8209838,691.7052896,1567.1985914,7.5744428364,34.108685688,25.523332569,64.572003262,110.08231142,1977,101.18265034,1542.7905749,2443.157314
GMB,2.085745096,603.89,105.95382238,15.469965,4.7829748448,131.37806963,18.481502226,5.130540207,93.569205644,159.78542396,-21.42378738,1254.9619235,1277.5488357,741.55853847,1591.0640267,7.2568103676,38.371034785,25.859343544,78.549246144,185.58192566,1978,99.64725,1590.2570929,2522.6969986
GMB,1.888416052,622.42,105.78965483,15.48802956,7.0179786444,157.61654192,22.392884442,9.0973277275,98.214764857,181.2889942,-21.27768439,1201.1932277,1222.3360514,924.37694219,1820.5955706,8.1777479249,35.997637132,23.856615145,67.626321798,149.21093721,1979,98.710025961,1522.7541698,2422.1927448
GMB,1.720983028,641,95.641001434,17.892075455,7.3291940228,147.43840981,26.49659657,9.9594521625,106.33468186,169.71718364,-13.53307689,1266.6781271,1284.3765597,1101.8694906,1968.9279336,9.0537373846,34.133326069,22.467821106,59.544859151,124.325441,1980,98.299480094,1604.2098607,2558.2663443
GMB,1.990170002,659.56,91.000594999,24.666099113,7.1292508023,122.10034987,31.676607976,8.4872035331,110.71814004,160.49348806,-15.66669411,1330.8614496,1343.2537362,1094.8437403,1795.1015428,8.111541924,30.295406338,17.145993418,56.448186187,107.65519562,1981,98.303537173,1687.1550656,2706.6338583
GMB,2.289510012,677.84,77.482817377,30.342167063,7.4787820898,103.58487919,39.089769993,8.7660057299,103.97254229,167.04384704,-7.82498444,1341.997599,1346.5481646,1171.1127017,1784.1782203,8.4235232885,27.216325061,21.406288953,28.614882828,81.736257373,1982,97.021473095,1700.5818209,2748.6326987
GMB,2.638575077,701,68.706484653,35.477892746,7.8095761246,78.063489419,38.914787213,7.8953776446,112.97054719,146.61903869,-4.184377399,1432.271821,1431.4091508,1102.0390064,1608.2442584,7.3741577512,27.629831902,21.613756378,30.656561097,66.80755705,1983,93.546370052,1815.6677444,2953.936477
GMB,3.584058046,719.06,66.8342843,39.398474913,7.4314874835,65.174166496,36.977565249,6.6088210434,115.91413468,128.00412535,-6.232759213,1439.9710694,1438.1235917,981.29398087,1389.7973487,5.9531901995,25.133014886,15.356150191,34.776392431,61.935254938,1984,100.59208055,1828.2778757,2993.1982909
GMB,3.89387393,745,66.596738337,36.836583997,6.618438883,66.02122481,35.149999249,5.989680781,97.781467352,102.74536005,-3.433322334,1387.09379,1386.707148,995.52478294,1360.5493636,5.6871529073,30.435042985,37.074622763,11.435167449,69.374158158,1985,96.522315755,1760.4727427,2902.2547545
GMB,6.938042164,773.62,72.448634978,31.055059204,5.9704760861,74.750984027,31.041897085,5.6761847579,102.72246664,88.39142219,-3.503694182,1366.8227012,1370.0301767,1051.2384149,1404.2477393,5.7348118536,22.784527579,25.176986728,9.4049988438,63.346059675,1986,84.619400124,1736.4971683,2879.5695352
GMB,7.07442522,805.14,70.082257325,33.046174521,6.7403858927,71.784582458,33.54402542,6.4507320133,108.70498897,87.350855673,-3.128431846,1359.4734783,1360.7581657,1074.4347086,1393.6217388,5.552861869,25.503787248,29.577951652,8.8484598533,64.799492554,1987,102.6968652,1727.6310088,2884.6975345
GMB,6.708574772,839.85,70.398821864,31.289572726,6.3991702282,72.142336945,31.745777896,6.0954786984,108.81899273,93.856221832,-1.68839459,1341.6868229,1343.3230226,1095.905251,1374.3272219,5.3054847239,28.972983491,33.387322035,9.8214848891,74.053511936,1988,101.96875797,1703.8087646,2866.9377651
GMB,7.584617138,878.02,75.067716808,27.282100299,7.8676204935,75.897477293,26.869252735,7.411180461,120.33740786,114.16847004,-2.349817108,1272.2937201,1273.2231642,1060.8065209,1278.4971191,4.8243422024,30.500185092,31.989951693,12.429227052,78.949435117,1989,94.068615814,1620.2849481,2738.2658136
GMB,7.882675171,920,75.386693041,28.239373375,8.0538733826,76.587202267,27.237954832,7.7785975101,131.4854088,123.74212484,-3.626066416,1250.4061382,1251.0782563,1090.3045286,1256.2716153,4.7394347979,31.596233464,32.965417021,11.953201603,87.654811612,1990,91.955330596,1593.1332266,2715.2123276
GMB,8.802650452,961.11,77.140716605,26.375526706,7.7797498041,78.239013078,27.009106021,7.4495529401,138.58208305,124.64421788,-3.516243311,1238.0774773,1239.3278679,1128.8915572,1261.2312843,4.8097145653,29.197619555,29.733810656,12.004438974,82.170663442,1991,95.662569131,1577.4253708,2688.4410802
GMB,8.887499809,1001.05,82.499815258,22.301794978,8.0736200873,83.650973266,22.660752031,8.033480684,138.7649362,129.36101489,-4.801610237,1181.9468337,1182.2910667,1107.1306951,1202.3828715,4.515634247,31.35141182,30.153719744,15.96018153,86.105218993,1992,98.494954485,1505.9097324,2566.5553898
GMB,9.128832817,1039.54,89.432127847,18.818555694,8.7153354748,88.249937122,18.640607314,8.4168184425,132.97683505,127.80011699,-8.25068354,1136.8494953,1137.0143206,1058.0112963,1124.5368493,4.1483255353,33.312741732,31.330127242,20.987703482,80.27006798,1993,98.743635208,1448.4515465,2468.6281281
GMB,9.575550079,1076.29,88.700274484,18.782283507,8.3746077911,87.749371312,18.492491614,8.1682243301,115.87709168,110.93805853,-7.48255799,1110.1158832,1110.3196846,1054.1544387,1100.0928202,3.9284112621,31.998708518,30.871046907,20.724879522,69.226976946,1994,98.569665224,1414.3904487,2410.5770429
GMB,9.546250343,1111,90.679019996,18.548416906,10.013241574,90.813656225,18.234131412,9.9067364105,109.43411425,109.87412696,-9.227436902,1064.366006,1064.4051388,1042.7759441,1063.050137,3.7382289866,32.967402063,31.839861271,20.400965974,66.456236537,1995,98.741544866,1356.1008681,2311.2328165
GMB,9.78895092,1145.88,90.792860485,18.120865987,10.541820009,90.792860485,18.120865987,10.541820009,113.01432752,113.01432752,-8.913726471,1044.5573588,1044.5573588,1044.5573588,1044.5573588,3.5779974066,32.736389899,30.650457024,23.26935566,66.975133388,1996,98.380770136,1330.8628169,2268.2190456
GMB,10.20016003,1186.26,88.52461096,16.450705751,7.7449259184,90.576406276,16.913670454,7.9969629298,102.92720852,102.20744833,-4.975316711,1090.509482,1090.509482,1137.6019062,1120.1056741,3.6937719641,30.354382897,28.165687421,24.685963955,67.411278029,1997,97.956100088,1387.6667778,2372.6638641
GMB,10.64309978,1223.81,91.653514626,15.362584085,8.5644779833,94.641733048,16.090424096,9.1482652692,117.67544585,124.04128795,-7.016098711,1044.837603,1044.84388,1119.0094892,1085.2855749,3.4719296276,30.417342876,28.270707588,23.750248575,65.34888992,1998,98.181081165,1327.8834834,2277.7775962
GMB,11.3950901,1262.71,91.867433078,15.349641056,7.4210785066,93.702159062,15.706662826,8.0075421195,106.59585502,105.45658598,-7.217074134,1148.5505604,1148.1829111,1234.9382584,1179.1429375,3.6617052762,27.700820863,25.47017968,22.320801795,66.442445948,1999,98.259083522,1459.6922187,2508.8233516
GMB,12.78763008,1303,88.830503011,17.006665254,7.3329152412,91.361034922,16.370206958,7.7564112372,108.91528576,104.02653905,-5.837168265,1216.9212962,1216.494372,1329.3863021,1244.8652847,3.7322741991,24.339735182,22.715116154,18.560795098,57.422924741,2000,98.498273232,1544.6488956,2663.43189
GNB,,,,,,,,,,,,,,,,,,,,,1950,,,
GNB,,,,,,,,,,,,,,,,,,,,,1951,,,
GNB,,,,,,,,,,,,,,,,,,,,,1952,,,
GNB,,,,,,,,,,,,,,,,,,,,,1953,,,
GNB,,,,,,,,,,,,,,,,,,,,,1954,,,
GNB,,,,,,,,,,,,,,,,,,,,,1955,,,
GNB,,,,,,,,,,,,,,,,,,,,,1956,,,
GNB,,,,,,,,,,,,,,,,,,,,,1957,,,
GNB,,,,,,,,,,,,,,,,,,,,,1958,,,
GNB,,,,,,,,,,,,,,,,,,,,,1959,,,
GNB,0.442307711,542,85.265885805,8.9243545367,18.104685915,135.00620289,18.180353757,23.780212996,32.626296923,127.42971828,5.8097596578,426.83239703,424.66769776,156.09259826,661.23567433,5.4040842505,63.722353565,53.635998537,98.639324031,94.013438136,1960,,525.26690629,786.62749872
GNB,0.442307711,544.75,76.943351409,9.7677207232,17.030598324,110.46532409,17.604661173,20.398177626,38.287761508,127.6434356,13.288927868,456.71440169,456.7306735,153.66421717,651.55951135,5.235111592,63.493206348,53.036552493,94.489702079,92.95810646,1961,,561.31974508,845.24853438
GNB,0.442307711,542.64,80.201162151,10.017750066,17.229324227,121.46001387,18.747683442,22.375280717,37.148920202,134.48449628,9.7810877828,434.87934255,434.396277,156.05735577,652.98507603,5.0251647544,65.229759507,54.402574486,95.583825237,97.980514565,1962,,533.55678382,806.88456322
GNB,0.442307711,537.44,89.334171507,9.2823666382,13.517977456,141.12282211,17.854558874,18.301896927,35.323911249,133.54085086,1.3834618545,495.24113079,497.21908074,187.62797611,778.10940744,5.8040781903,61.800749997,53.397901314,92.577995847,96.197600179,1963,,604.53572483,921.31927675
GNB,0.442307711,530.76,91.25982233,9.97251967,13.523371491,152.36517511,20.05248105,19.366755457,35.920563179,146.23519351,-1.232342,485.61319551,488.71133015,197.23628662,807.21626047,5.7530499629,61.128248137,52.904629524,90.338757497,95.08306441,1964,,592.99301096,907.92038048
GNB,0.442307711,524,93.356570888,12.179393837,11.588079509,153.68193784,23.463253796,16.338888089,31.271382122,129.03682389,-5.535964725,497.08021046,505.76021858,203.8484873,827.39474955,5.5403094598,60.981883838,53.13127208,88.276318406,95.541236369,1965,,603.48136688,933.24372796
GNB,0.442307711,518.37,93.459447191,13.453443503,12.812475758,167.13164268,27.623004926,19.751531092,33.227514404,151.65469227,-6.912890694,410.0915999,417.87627793,188.3674691,740.71947223,4.7309573364,64.602841061,55.766602089,91.132639345,101.20098775,1966,,498.33915917,771.23917555
GNB,0.442307711,514.91,93.582872582,14.250647508,12.84746817,169.80332857,29.185525402,20.174910065,32.532616414,152.24764232,-7.83352009,456.37821535,465.82335199,218.91551736,837.18271431,5.2813994102,59.051776207,50.886991209,82.10913295,92.949643467,1967,,557.30801283,862.29153109
GNB,0.442307711,514.45,94.32400644,15.087144496,12.042977077,172.64880472,30.634008377,19.280827447,32.298353953,152.88485731,-9.411150936,467.64377489,478.93588511,235.88945871,869.42516652,5.2611354083,58.355639651,50.550381897,79.453357462,93.057928199,1968,,573.33416341,887.50970216
GNB,0.442307711,517.66,98.166129076,14.555284786,12.462499265,207.6747786,33.650833308,22.940959999,36.31685345,200.20777261,-12.72141386,459.54740283,471.46117169,280.10324003,982.08693455,5.8232121104,56.655109873,49.467192256,76.511948249,90.082442718,1969,,565.92984326,874.56262097
GNB,0.442307711,525,87.170349177,17.600715288,21.417547437,252.7566245,54.161856223,54.233827996,34.188611902,302.14177712,-4.771064464,331.65642538,334.21081419,284.58352205,940.3348547,5.6913651832,65.418321124,57.5427905,74.11112126,90.328421392,1970,100,409.46994984,633.42106947
GNB,0.436310291,536.76,92.956719035,18.901780664,18.295378674,264.10958887,55.49509577,45.720056173,38.469931637,304.82149821,-11.8584997,319.57205383,326.49185273,283.5996479,902.45883112,5.2869022593,63.674319106,55.140001128,72.952232668,97.450778301,1971,100,386.13178752,613.54420988
GNB,0.41620639,553.02,97.671823119,19.501949949,14.10066048,264.13503094,53.380647462,33.883762571,39.985666532,288.48327569,-17.17377307,355.42716263,367.92283439,314.88097766,973.69224535,5.3977686064,65.158701424,57.199299915,76.116040131,105.13695536,1972,100,423.86079217,685.19171392
GNB,0.377156407,573.7,102.37962381,20.651771833,11.635268583,249.42615052,50.297384719,25.05032636,46.786283982,270.92982636,-23.03139564,376.40430389,391.76332646,316.36876484,936.89104008,4.8967267693,77.030760746,67.197121982,91.260819383,138.30036601,1973,100,445.88079901,729.06347695
GNB,0.39089489,598.52,104.35082917,21.090225216,8.78888797,208.88241608,41.519829033,15.295831163,44.266831591,197.56937876,-25.44105438,461.54391735,480.15561235,345.76221895,946.11033634,4.9823394711,74.239623414,65.580078192,88.832024307,142.03815548,1974,100,547.28946154,898.21104098
GNB,0.392973095,627,93.205366799,19.422361917,8.1340520739,142.49100929,29.098620834,10.634614715,31.13159277,118.74457123,-12.62772872,610.80764367,627.28714198,380.11243381,944.43735438,5.0746114209,74.134298138,65.596349293,87.382924354,140.33292037,1975,102.24908567,732.9691727,1195.4378172
GNB,0.465062797,659.09,92.114662122,21.761154458,8.7868976378,125.05423929,28.972831323,10.276411479,33.207865412,91.132791204,-13.87581658,662.85029089,677.76900961,382.88661282,908.1539812,4.6253924468,63.02535319,55.762189814,72.130252271,116.61772953,1976,93.435854551,800.90722769,1301.8061128
GNB,0.517598987,695.12,94.249862068,17.675625334,11.372333778,133.77562502,24.090320828,14.037994623,41.906513022,110.63615544,-11.9254874,532.98888532,543.35444834,338.96110701,750.66100673,3.7117563902,58.028520823,52.322786601,60.84910247,100.93168639,1977,94.965191661,654.81491655,1052.5410755
GNB,0.539058983,732.3,91.905937264,21.449785663,14.134361646,119.3603434,26.839915142,15.880034497,44.576563072,92.178651018,-13.35572293,596.25700475,603.79074816,367.0832999,762.26789845,3.592236834,58.78077046,54.167304973,57.861310215,90.174271336,1978,94.592938636,746.52532944,1184.8079405
GNB,0.52395469,766.45,93.001153733,21.265946258,18.30040376,119.35530169,26.484596815,20.434181822,50.473685168,97.557591873,-14.26709999,551.19781353,555.03320611,361.55321958,686.38913412,3.1985772862,62.369819649,59.346825922,65.22663292,74.412672348,1979,98.565905551,691.97135547,1098.4301755
GNB,0.520167112,795,90.068286786,24.709754108,14.376238923,120.93696785,31.872670015,17.015517557,54.529470375,115.63729299,-14.77804089,447.47505069,452.55756099,338.16780829,593.77143361,2.7786253765,60.696422546,49.418278039,67.896247657,118.97990339,1980,94.673044298,560.53137967,898.7503143
GNB,0.574441612,809.6,94.492634749,20.568868164,9.4639588561,116.20135744,24.209686105,10.326047867,46.911726154,74.599006586,-15.06150291,600.58217409,611.49287703,456.79995381,737.48767219,3.3843660421,48.070806713,35.759458311,66.577171304,130.77158618,1981,98.931923938,752.56195662,1213.741985
GNB,0.613324106,824.47,98.019339519,23.629563146,11.796073788,137.13837732,31.858732031,14.469869888,49.12541067,106.82958665,-21.64890266,538.86815422,548.92658468,499.62865451,752.43638103,3.59370503,49.086651353,37.933204026,61.152815272,117.59549358,1982,98.549818813,674.22366236,1095.6134507
GNB,0.64767009,839.61,91.761972896,23.465440306,11.017117054,134.86662106,33.294849347,14.408040201,38.262857574,104.77732041,-15.2274132,515.80923423,525.07040673,522.92839173,759.03867308,3.4991106765,51.948702617,44.231057488,56.348903743,106.85723117,1983,99.745913787,646.03829859,1058.0047493
GNB,1.608628035,855.03,100.61996063,26.412824293,10.847448906,140.79376417,35.571062408,13.842003272,64.682629617,110.09057894,-27.03278492,546.44030501,557.29511982,545.64635361,770.40707754,3.3102582794,34.233783246,28.825710012,20.000366588,119.05601722,1984,99.940115931,684.13977551,1128.6127516
GNB,2.450256109,877,109.35587771,25.738844118,12.856796739,145.63418666,32.993287908,15.630449913,67.467530413,108.41632252,-35.09472183,541.64368341,552.55937761,532.88913088,720.98208637,3.0442456299,30.923411869,26.84159117,21.541906594,84.423533322,1985,110.89629135,676.63795514,1128.2854579
GNB,3.132744074,898.15,94.368709676,21.264883745,10.966286199,145.03562052,31.662037547,15.52984387,37.070328995,108.01581114,-15.63359342,525.43747524,536.08660245,612.72555927,810.18598428,3.3425964563,43.380973359,41.178178208,27.016855912,94.068688504,1986,99.372589921,656.16832993,1100.3180294
GNB,8.600128174,918.41,81.044859612,25.87597336,20.668314603,98.127041714,31.047798906,23.381342183,50.323158234,70.448178769,-6.920832972,560.6484696,563.28565451,525.73622971,669.75731289,2.717094524,36.002786005,36.283409832,14.884929824,61.341183226,1987,95.225399739,699.24577896,1182.9950974
GNB,17.07241058,937.69,70.049033418,38.755373951,29.922895519,82.073140571,44.956486514,32.588311636,63.609092105,82.311894186,-8.804407369,530.58781697,529.61376242,493.998809,614.45625727,2.3915417252,35.503414633,42.771033096,8.8290876333,53.037943297,1988,93.919406351,662.82912311,1127.7019354
GNB,27.84837914,955.91,74.105457061,34.266803021,28.926533148,95.456138276,42.996282912,34.71521894,55.080231697,93.289472661,-8.372260082,521.97045466,521.47586517,553.53539876,656.43211007,2.5173715773,40.281794344,47.338930584,13.199552667,54.284493258,1989,94.229243461,650.59354629,1116.4783515
GNB,33.62240982,973,70.991368767,35.572688685,20.534468384,82.903095262,39.440264148,22.797312373,46.970503834,65.883030913,-6.564057451,651.03936312,652.89594291,654.05006511,752.93314445,2.8430842548,38.33525333,46.915950992,11.090325958,55.867718302,1990,95.638656876,814.50788278,1402.2386291
GNB,56.2862587,991.8,74.048062627,30.48180497,23.278768106,87.560626407,36.391940491,25.988429738,47.773610465,76.883084469,-4.529867597,629.19096644,631.69687703,670.85738415,741.79958275,2.8582307229,38.64854637,44.992186544,13.461782881,51.450072047,1991,93.389078932,827.23918339,1355.1805439
GNB,106.6755981,1012.4,77.550404273,28.770554093,38.88843759,96.902007017,36.02578139,47.685531011,55.014375459,97.665534526,-6.320958367,491.5941883,488.87873478,564.16522668,586.47256172,2.3010506618,39.623414977,44.877934313,12.364938647,49.311419749,1992,94.034821082,646.33155366,1058.8182524
GNB,155.1062012,1034.89,76.875289401,26.606761731,20.365375489,86.031744204,29.889380441,22.305265433,41.586299603,56.751332608,-3.482051133,674.29915725,673.28420628,710.51609555,749.068203,2.7858417699,32.215271587,36.012739119,8.5394461735,48.812344898,1993,93.54105812,886.54592001,1452.3366473
GNB,198.3406067,1059.38,79.336630503,24.658931047,13.859238988,84.380492501,26.101804911,14.532884364,50.763314416,57.506811195,-3.995561551,743.49688528,743.36887624,758.7694393,788.90831157,2.8276297108,29.312389624,32.867995932,8.4683037278,46.045130374,1994,94.01586142,977.52477235,1601.3779077
GNB,278.039093,1086,82.619455068,26.986249063,13.87038918,83.297644205,26.707104487,13.814991133,46.778931981,47.308130564,-9.605704131,782.51942975,782.41857567,771.66578348,786.60451749,2.7663309803,30.305266047,34.761195304,7.1957189254,48.7253366,1995,92.912280551,1028.8303052,1685.4264651
GNB,405.7449951,1111.92,81.966452129,25.005962124,14.224319078,81.966452129,25.005962124,14.224319078,42.16507003,42.16507003,-6.972414253,806.37231473,806.37231473,806.37231473,806.37231473,2.7621250539,30.275616312,33.870601903,7.9103290425,48.87737226,1996,93.123963629,1060.1912785,1736.8019097
GNB,583.6691895,1125.99,78.383593044,26.288735333,14.228466171,76.772938069,25.873486786,14.06364307,61.063508736,53.967360536,-4.672328377,887.34502067,887.34502067,886.10526442,872.90892514,2.877167105,26.833315613,30.012956654,7.1851591557,45.619142017,1997,94.698729073,1168.1414533,1915.271054
GNB,589.9515991,1149.33,84.362241233,24.730830862,12.434731866,82.803691482,24.621241834,12.625317411,50.628610964,52.706666152,-9.093072096,636.90494977,636.7370104,648.20218211,629.67090977,2.0111646796,27.509268572,32.363950092,10.396044077,28.608805504,1998,93.140925208,838.45072244,1374.7139906
GNB,615.6990967,1173.38,79.671986822,30.668106469,7.5970819838,78.275678652,30.227751057,7.8960919445,67.547838333,75.419812652,-10.34009329,681.06987705,680.5189741,705.02997688,680.11678441,2.0904785877,27.165967791,30.802756633,9.538597379,60.18494539,1999,93.626709329,896.59144689,1473.1752573
GNB,711.9763184,1199,78.992249448,41.833377812,5.553684606,79.900849826,39.602806818,5.7774128389,89.687062472,101.67622238,-20.82562726,687.82754006,686.35864487,737.66678951,703.62906458,2.0710118057,24.446943773,29.351034396,8.1235505595,77.650815913,2000,94.269716386,905.48754266,1487.7922919
GNQ,,,,,,,,,,,,,,,,,,,,,1950,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1951,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1952,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1953,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1954,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1955,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1956,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1957,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1958,,,
GNQ,,,,,,,,,,,,,,,,,,,,,1959,,,
GNQ,245.1950989,252,76.030883077,5.4067127278,2.6703105735,71.083349974,6.5036662597,2.0710279413,139.02904618,55.599271302,18.562404195,3266.1406355,3278.6282692,711.58158219,3000.3194726,24.635676925,4.21380996,3.1236571906,9.885475013,23.769667859,1960,,4150.2522507,
GNQ,245.2601013,255.13,74.86854523,5.1729331616,3.0966962923,71.046365158,6.1625279362,2.4515890585,128.93260981,53.685354529,19.958521608,3292.6537953,3300.0927324,733.88212404,3052.4433183,25.002273694,4.4329539271,3.2199102091,9.8927322212,24.640214948,1961,,4183.9422578,
GNQ,245.0139008,258.02,75.767168919,4.6438141232,2.8119919043,73.143402253,5.5397948261,2.3278540493,119.49713958,49.295193773,19.589016958,3367.4539098,3371.2750347,772.02927122,3169.4528091,24.859925787,4.5797157821,3.3970336174,10.368481854,26.886510339,1962,100,4278.9900154,
GNQ,245.0164032,261.08,63.240717382,5.8356267459,2.6104021774,70.489429377,7.9200054593,2.4936722871,97.289158971,41.250592118,30.923655872,3467.8011778,3486.7536132,928.36473688,3696.1177758,28.718006951,4.4724002204,3.2085058541,6.8675534932,29.737612795,1963,100,4406.5002856,
GNQ,245.0272064,264.98,66.876547881,6.1140877377,2.8352317841,70.201293447,7.729653932,2.5528519554,101.03052758,46.03282962,27.009364381,3490.3990628,3508.0024461,890.14235865,3532.0551145,25.963951923,5.3896087675,3.8418152707,8.1503066442,35.945113027,1964,100,4435.2151922,
GNQ,245.0608978,270,78.242885856,8.7065489933,3.9898430904,71.578007963,9.3210625573,3.1262496679,75.162807996,42.994733972,13.05056515,3410.1670771,3432.8380086,768.90546437,3110.5270266,20.897747511,7.6360563265,5.7399964514,11.829721136,35.667446466,1965,100,4333.26521,
GNQ,245.6784058,275.45,73.837536226,9.6102639099,3.5777178309,71.654617145,10.70789946,2.9929902674,74.6635798,39.611407441,16.552199864,3495.5168493,3526.6297295,862.67965958,3359.3598604,21.666695868,7.102852941,5.232697069,10.551812667,36.435040031,1966,100,4441.7183122,
GNQ,246.0009003,282.94,75.18680949,11.08952064,4.0142803283,71.610085674,11.921431331,3.3089062613,75.14126971,36.387988221,13.72366987,3614.0599537,3650.1206279,900.42017539,3434.3395693,21.722894021,7.1157329944,5.1199699922,10.115009342,36.210491236,1967,100,4592.3498499,
GNQ,247.5646973,290.16,70.424794003,11.020528353,4.1238695457,71.877752752,12.477476531,3.6814956789,44.815911369,34.698855107,18.554677645,3639.8151582,3676.4099331,1009.6774445,3661.3232544,22.519233304,6.5160560539,4.5949268782,8.9327850573,32.865457933,1968,100,4625.0767307,
GNQ,259.9606018,293.55,70.473768008,11.334167105,4.1131310213,72.324781746,12.711660248,3.6729628448,49.96419194,33.114563625,18.192064886,3726.6980617,3765.1732932,1085.1623566,3765.3243823,22.560005289,6.4071741984,4.5627502392,10.44124114,26.892959099,1969,100,4735.4779676,
GNQ,276.4031067,291,88.621267016,15.814049627,4.9569121649,71.783680799,13.594408848,3.5064346787,80.791263956,31.494426299,-4.435316643,3758.1152576,3800.7647928,904.09538744,3154.7271351,18.080937973,6.3850930135,4.8495739933,8.9653119455,25.605915914,1970,100.79901861,4775.3994843,
GNQ,275.5914917,282.14,80.062503172,17.432102495,5.5307936852,71.646268069,16.119912626,4.3532522944,95.959481892,29.525476461,2.5053943324,3668.7757047,3712.4251142,1015.6686972,3342.5936773,18.934230595,5.7130405241,4.2596412726,7.5180990598,21.062883893,1971,100.65162607,4661.8766076,
GNQ,252.0276031,268.96,86.196815934,18.362332075,5.0289811196,74.777920585,16.123491326,3.8766592662,79.168652589,29.26318181,-4.559148009,3843.7882963,3893.4828232,1068.9401691,3443.2285693,18.324040181,5.8035996581,4.2899982642,7.9142785456,24.040024079,1972,99.733663076,4884.263358,
GNQ,222.8892059,253.78,89.488837272,21.169971312,4.5518306776,72.608562059,17.171129803,3.2637252393,91.889493107,35.26884457,-10.65880858,4018.1927335,4072.5901686,1095.294848,3412.8492454,16.952873351,7.6360065175,6.1262973653,9.1537831056,30.257856301,1973,100.25153573,5105.8773326,
GNQ,240.7046967,238.57,93.641594974,19.088972795,3.7722464261,76.622575493,15.361685289,2.6836209511,101.18192745,32.952709586,-12.73056777,4573.8407542,4640.7574798,1366.0492775,3923.4487983,19.6843983,6.9243181633,5.5926289725,8.7916731313,30.53242898,1974,100.38661572,5811.9337171,
GNQ,214.3128967,225,86.501900859,18.362413963,2.9672591337,80.390420374,16.723695166,2.3583181482,93.793526597,32.082849009,-4.864314822,3965.2229216,4028.6063397,1483.9956507,3789.7740441,19.811773064,8.3669577988,6.3444490698,12.420152488,42.244824975,1975,100.38581505,5038.5691223,
GNQ,238.9505005,214.4,80.15185386,22.376993988,2.9566112667,69.457466593,19.017195157,2.2071703712,99.488083053,38.054140154,-2.528847849,3250.2631739,3294.7292785,1188.075176,2874.2731434,14.352327194,11.393339131,9.0471668801,14.597606857,50.745206956,1976,100.38501703,4130.076919,
GNQ,245.6797028,207.77,82.653779004,20.759614773,2.2480106182,74.88609873,18.060481008,1.7713160517,99.684770573,41.045171132,-3.413393777,3266.5191297,3317.2156314,1320.938419,3018.6793961,14.464791141,11.715017121,8.9720149431,16.29349173,70.287750562,1977,100.38358354,4150.7331996,
GNQ,225.655899,205.81,94.182865066,25.032550592,2.4358503152,77.808544215,19.925176864,1.740863583,92.054135708,40.437483566,-19.21541566,2653.1067187,2695.8037158,1042.5702825,2334.6331029,10.202478216,16.46497878,14.846442791,18.051230333,62.744683934,1978,,3371.2761817,
GNQ,212.7216034,208.88,95.917215009,25.832054306,3.1310112123,76.907769459,20.099621337,2.1842456597,95.751680201,42.974097661,-21.74926931,2402.7309627,2439.387375,992.78296204,2067.3579792,8.7829200807,19.102980362,16.931538439,20.688178741,72.545692586,1979,,3053.1262118,
GNQ,211.2796021,217,98.456335944,28.790354059,3.2754315695,77.136641987,21.668403489,2.2620296731,96.362670386,42.214080417,-27.24669,2184.372315,2217.4212134,966.79973142,1860.5609355,7.9439089171,19.711012948,17.317615769,21.003824373,80.290699594,1980,,2775.6600614,
GNQ,271.7315063,230.57,93.292923344,27.459800248,3.1952782358,77.103247035,21.721352362,2.343045351,89.241237885,42.172179979,-20.75272359,2092.2256785,2123.6630878,1066.1811264,1846.7716071,7.8991846842,17.493838242,15.339554931,18.529856749,71.489300843,1981,,2658.5702516,
GNQ,328.6062927,250.32,137.32550478,40.082681827,4.7231335066,76.723795549,21.580485277,2.313603901,150.5687248,43.846898776,-77.40818661,2018.5008545,2048.7268708,744.64414295,1385.8642679,5.3560406872,15.724032327,13.771528285,16.770821127,63.609721008,1982,,2564.8888549,
GNQ,381.0660095,273.3,86.601228957,25.512797507,2.728694545,77.376913436,22.00655394,2.1693892445,68.275694331,44.327276372,-12.11402646,1832.6501577,1860.6241762,1126.4941789,1712.706167,7.5377965144,16.473566942,14.500893636,17.667518238,67.917542287,1983,,2328.7302326,
GNQ,436.9566956,294.84,101.62589976,29.920895731,3.1712336604,77.372970749,21.925129952,2.2018370141,126.17571666,44.229745161,-31.54679549,1733.2813631,1759.6958353,937.45237721,1452.5337378,5.6872175039,17.08950756,15.027327493,18.275355064,71.985899294,1984,,2202.4632988,
GNQ,449.2630005,312,82.649395008,24.358329454,2.3014619367,78.953664187,22.397289546,2.0070301887,68.388603316,31.000486679,-7.007724463,1718.9932288,1746.0216324,1207.8664981,1693.6928058,6.9002013654,21.515699104,21.700324347,19.380931107,37.479559717,1985,94.596889317,2184.3075093,
